TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.255419501,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.278639456,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.301859410,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.325079365,-825.151,73.3063,-37.0579,-9.36603,17.7007,-6.70831,-7.32446,12.691,1.26598,-3.71119,1.22641,0.855628,0.15855,2.55013,0.815087,-1.44573,-1.26447,1.45954,-0.244236,-2.02033,-0.498565
0.348299320,-601.284,27.957,-20.6086,4.00301,-9.82059,7.32052,-12.5407,8.14735,-8.15819,6.85504,-6.21498,5.79362,-2.93826,1.55763,-1.675,2.09551,-0.355111,0.608987,-2.01353,0.318152,-3.11009
0.371519274,-469.839,26.4431,-22.4818,2.1697,-24.0338,4.29838,-18.6319,6.01567,-15.5499,7.80652,-9.93015,7.51788,-6.50563,1.39677,-10.9165,-0.886745,-3.61607,1.83586,-5.1843,2.91716,-1.30219
0.394739229,-423.608,23.0631,-20.4588,2.43191,-19.8195,5.75873,-15.049,6.488,-14.268,8.02239,-8.02582,9.43138,-10.5227,2.55361,-14.2085,2.0464,-7.11156,3.76504,-5.32701,6.44707,-1.52956
0.417959184,-405.576,21.9042,-16.353,2.77085,-17.6027,2.35752,-11.8379,2.73467,-12.9934,4.09629,-7.65763,7.15702,-7.16066,3.43726,-11.0081,2.47418,-5.6189,1.44411,-5.48433,3.34921,-2.27681
0.441179138,-397.007,21.6564,-14.8162,3.14978,-15.2046,-0.701369,-15.905,-0.0491121,-9.20515,5.19425,-6.9263,6.84831,-8.33391,2.47731,-10.9926,5.30684,-6.19107,5.01698,-6.10161,7.64968,-3.10083
0.464399093,-393.556,24.1449,-15.2403,1.19053,-16.2991,-0.715501,-12.0745,-1.01976,-11.3425,6.1617,-7.30951,7.37483,-8.25659,3.07926,-11.5893,2.80592,-3.90856,6.75409,-7.23136,4.08491,-2.12092
0.487619048,-392.697,22.146,-21.648,-0.196617,-20.3933,-3.03266,-16.1648,-1.72935,-13.4282,5.62206,-5.91764,7.66691,-10.0616,0.843751,-12.0207,2.51398,-5.58735,4.98325,-3.73188,7.35531,-1.83634
0.510839002,-395.94,19.5424,-26.8334,1.6886,-21.3298,1.67944,-12.7753,1.43836,-16.8872,0.705728,-11.6029,6.35003,-9.53442,3.1851,-8.81992,6.00027,-3.35025,5.33698,-7.18042,3.92221,-3.80517
0.534058957,-387.024,22.9483,-25.054,1.90613,-21.2958,0.744981,-13.0373,-0.493292,-16.4964,2.79368,-8.21488,11.0693,-8.1952,4.10967,-9.32704,4.31554,-3.41494,6.29895,-4.31854,2.50146,-4.59117
0.557278912,-384.087,25.5292,-24.7236,2.5716,-24.6929,-0.314107,-15.8415,2.03001,-15.9174,3.16749,-9.03539,10.5137,-7.14945,5.45878,-10.5836,5.59996,-2.17527,6.37193,-5.78678,5.45855,-3.08918
0.580498866,-378.96,26.2739,-25.9065,3.05948,-25.5738,-2.07879,-17.9953,0.719292,-14.3728,5.02425,-8.03073,8.08319,-9.15325,5.62542,-9.34002,3.09337,-4.97215,5.68764,-4.34454,3.36893,-5.62551
0.603718821,-380.222,21.6349,-23.5676,2.45054,-25.5773,-5.10004,-14.5937,-0.482261,-12.1557,7.15036,-7.46397,9.86719,-9.09045,2.69675,-9.92096,5.79846,-2.77905,6.13053,-6.78284,5.65899,-3.9092
0.626938776,-377.345,20.779,-27.5236,-0.654479,-26.2463,-2.46692,-14.4134,1.76235,-11.5032,6.24016,-7.24706,11.259,-7.82847,4.70084,-11.1811,5.15524,-4.70811,7.55145,-6.02856,7.02722,-3.52222
0.650158730,-371.445,21.9062,-25.0007,5.46631,-21.1645,-4.18704,-15.7873,0.0911608,-9.32318,7.27343,-4.49855,8.91499,-8.58302,4.74932,-9.23323,4.36448,-5.23106,2.86149,-6.02883,5.65235,-2.42355
0.673378685,-365.487,24.3873,-23.2092,3.51651,-23.8221,-5.01726,-15.4418,-0.556764,-10.3286,6.06638,-4.90042,7.87421,-8.10187,4.67472,-13.762,0.712637,-4.50509,6.53608,-6.41376,5.98737,-3.14001
0.696598639,-363.741,22.3464,-24.5706,4.49984,-22.2377,-0.527164,-13.2857,-1.27644,-12.7077,2.1855,-9.36505,7.6221,-6.64793,3.00757,-12.5082,0.882026,-4.94772,3.84227,-5.74589,5.47312,-2.42521
0.719818594,-359.154,23.6653,-27.7253,4.60156,-22.7249,-0.625078,-11.7527,1.37338,-10.8342,5.76277,-6.19333,7.37492,-12.0302,0.379016,-13.695,1.66641,-5.20377,7.24197,-4.36357,5.14588,-3.91606
0.743038549,-358.411,21.8203,-24.6764,7.32086,-23.8604,-1.71494,-13.4261,-0.614431,-12.6832,3.70021,-7.53047,7.62358,-8.75327,-0.216931,-12.8949,3.78988,-7.64103,4.50037,-4.59973,7.52629,-2.6599
0.766258503,-353.425,26.0141,-27.0228,6.64751,-22.7901,-0.628709,-15.9806,-2.0693,-15.1411,2.7111,-5.19799,7.15645,-10.4945,0.161974,-13.4961,1.00017,-3.77765,7.51681,-2.99767,4.32511,-2.70618
0.789478458,-352.806,25.1866,-25.6066,9.17796,-22.847,-1.04511,-17.6765,-4.04656,-16.0739,3.05139,-10.1276,6.48852,-9.23787,3.96627,-13.1779,0.551141,-7.60069,4.72975,-6.86122,7.04594,-3.26597
0.812698413,-351.722,25.1118,-26.6366,5.37299,-26.5714,-2.45131,-17.7625,-4.9362,-14.693,0.843966,-11.7453,5.35217,-10.7062,1.60701,-12.3014,-2.20708,-8.77829,2.30229,-5.1455,4.92049,-1.97461
0.835918367,-353.451,25.4476,-30.5856,6.54335,-30.0079,-2.56195,-18.0289,1.274,-14.212,3.88299,-11.2259,5.06852,-13.4695,-0.915571,-14.5734,0.146758,-6.89073,5.74819,-4.21697,4.89924,-2.51498
0.859138322,-347.816,24.8458,-31.4544,7.93739,-27.4156,0.33256,-19.3794,-0.948383,-13.2575,4.3963,-6.94631,8.50902,-10.457,1.03542,-13.0571,1.68314,-5.74721,5.24376,-6.19329,5.66799,-1.91625
0.882358277,-346.372,20.0661,-28.2748,6.46881,-24.631,-1.57488,-15.8225,-3.81981,-11.6384,3.79703,-8.09209,5.7835,-7.95428,2.92925,-10.1137,4.05858,-3.82347,3.29725,-7.42401,2.20553,-2.8862
0.905578231,-342.364,21.9031,-28.6763,4.47113,-28.5624,-5.5839,-17.7339,-1.03667,-11.5545,3.33774,-7.05509,8.02735,-7.92124,0.249737,-9.78346,3.61597,-3.79844,2.47269,-5.55056,5.26445,-2.76181
0.928798186,-338.643,23.2188,-30.2831,7.69268,-28.2241,-3.97082,-18.4808,-1.85716,-12.7543,2.35273,-7.39235,6.35288,-6.30379,3.08167,-8.47056,1.85912,-3.66725,2.15029,-3.99873,2.99218,-0.660147
0.952018141,-338.274,22.0323,-25.1828,6.16296,-26.5094,-2.04069,-15.7861,-6.63803,-13.255,-0.525132,-8.37073,5.01905,-5.29829,3.5722,-8.71642,-0.225838,-2.72124,3.84213,-4.07973,3.05147,-2.61302
0.975238095,-333.107,22.5991,-28.6837,4.9593,-27.7704,-1.20129,-16.4687,-7.28982,-17.9828,-2.25939,-11.9701,4.89253,-9.23146,0.467732,-12.4347,0.159244,-8.3418,3.20238,-5.40471,3.78949,-4.91615
0.998458050,-329.888,23.3181,-24.6101,8.74134,-24.8221,-3.42556,-17.7879,-5.31265,-12.8327,1.53378,-7.18719,5.4616,-9.89665,-0.705827,-13.2614,-0.216817,-5.22969,5.29846,-4.11628,6.54532,-3.14193
1.021678005,-334.473,22.6654,-27.6841,7.64355,-29.8251,-2.38231,-17.0435,-1.76576,-12.4906,0.682948,-12.184,3.07501,-14.4013,-2.3486,-12.3694,2.67418,-3.55781,3.18816,-6.97094,5.56571,-2.62577
1.044897959,-331.258,21.7598,-25.9346,8.47344,-25.0648,-3.71994,-18.4755,-2.40249,-11.2133,2.00344,-6.37432,5.20889,-9.05054,-1.46202,-12.0685,-1.24353,-5.48801,5.19077,-3.56006,5.99299,-4.21686
1.068117914,-330.787,20.8657,-29.1326,6.05076,-27.5011,0.826701,-14.0009,1.18816,-8.83237,3.1039,-5.78626,5.44194,-10.5913,-1.5959,-12.2878,0.695567,-6.56668,4.44992,-3.62366,7.24012,-2.45573
1.091337868,-332.818,19.2536,-31.497,7.80763,-31.5169,-4.86148,-18.3947,-3.35486,-17.2458,0.0790173,-8.9649,7.23409,-8.7757,0.958735,-14.1399,0.489041,-4.9353,2.91616,-6.8805,3.00088,-4.4364
1.114557823,-321.267,21.9846,-29.2639,7.87583,-27.0266,-2.98213,-16.3772,-4.33254,-11.0738,3.28883,-6.36466,5.22916,-6.78109,1.02014,-9.62072,1.45733,-3.53925,3.26682,-6.69364,3.15611,-2.13063
1.137777778,-328.617,18.9717,-30.3635,8.47342,-28.3968,1.03737,-16.4,-2.12806,-12.2986,2.54482,-8.77479,8.65246,-7.51776,0.388408,-11.5888,1.80101,-4.03112,6.44896,-2.01132,4.95064,-3.32399
1.160997732,-322.096,20.4477,-28.6812,9.72948,-27.4375,-4.1735,-18.6366,-3.87839,-12.8141,2.7163,-4.43246,6.59193,-7.19636,1.84679,-9.28542,1.71743,-1.57903,4.15756,-3.97577,4.67448,0.167099
1.184217687,-322.017,21.212,-29.8913,7.42288,-30.1759,-3.12251,-17.8599,-2.06953,-17.214,-1.5042,-10.3768,5.10537,-6.60344,2.15262,-11.0099,0.898091,-6.52216,4.01013,-4.15999,3.08346,-2.81202
1.207437642,-322.833,22.3239,-29.0589,5.17473,-30.9317,-1.16087,-16.613,-4.65555,-16.7144,-0.505941,-8.18797,6.60804,-7.70286,0.716079,-9.18469,1.9276,-5.69992,4.74432,-5.34766,2.9618,-3.09936
1.230657596,-321.954,20.1095,-27.8752,7.58159,-30.9348,-4.00683,-17.6597,-1.30405,-13.6174,-1.69661,-8.16898,5.45198,-8.31525,1.66423,-12.4515,0.245776,-4.46977,4.28362,-5.66988,3.11163,-5.37113
1.253877551,-325.093,16.4745,-28.7712,3.96132,-32.5357,-3.73724,-17.6898,-4.75682,-15.444,-1.04493,-9.64362,2.85992,-9.73445,-0.704533,-10.476,1.56113,-4.4709,1.16504,-6.41557,2.99522,-3.53377
1.277097506,-321.838,17.7479,-32.3152,8.10286,-26.512,0.490851,-19.2696,-4.85203,-15.1143,0.71309,-9.51024,6.02564,-7.60242,0.699973,-9.8723,1.63945,-4.34374,3.53407,-3.43518,4.91212,-2.39324
1.300317460,-321.718,19.0929,-28.2234,7.19026,-29.0362,-2.56968,-19.3834,-5.7669,-14.1953,0.836064,-7.62502,5.12855,-10.6561,0.0235946,-11.6017,0.362605,-7.36301,3.37148,-4.96934,2.46494,-3.66479
1.323537415,-316.999,21.1837,-28.4497,8.23787,-27.3503,-2.51776,-18.016,-1.57734,-8.21869,2.94189,-6.38239,7.87278,-7.31348,-1.89778,-14.1493,-0.575286,-5.01871,5.67177,-2.63979,4.41933,-3.83817
1.346757370,-319.484,22.3959,-31.4352,6.54673,-29.6128,1.31689,-15.4726,0.262575,-13.1161,1.37749,-9.36956,6.35434,-7.72311,1.18886,-14.2745,-0.733306,-5.70018,4.94286,-4.15103,5.03156,-3.24936
1.369977324,-322.738,19.0877,-25.98,10.918,-26.0696,-1.55337,-17.431,-3.54636,-12.7102,0.646373,-10.0207,4.85924,-6.4334,1.95152,-8.24042,1.76387,-6.22515,1.40989,-5.69174,5.22108,-1.56253
1.393197279,-322.98,18.2799,-32.0819,9.97228,-30.8454,-3.9761,-21.6266,-5.26153,-15.7236,0.833993,-11.7437,3.16038,-11.2286,2.14995,-11.1854,2.55713,-6.68615,2.78142,-7.35123,2.27897,-3.25559
1.416417234,-322.356,17.7186,-31.8881,7.28091,-32.2446,-5.19781,-17.1328,-4.08408,-15.8869,-2.512,-10.1052,3.95119,-9.79111,1.26373,-12.3599,0.63886,-7.49431,2.16936,-3.90083,5.17078,-0.12963
1.439637188,-319.342,19.0574,-31.4585,7.38404,-31.01,1.45422,-17.0262,1.90786,-11.8419,2.02074,-8.48754,6.75759,-9.10998,-2.27229,-12.634,1.81883,-4.70323,4.45605,-5.11257,5.69993,-0.0208524
1.462857143,-321.328,18.8755,-29.2303,10.6337,-27.1261,1.97892,-14.9783,1.10911,-13.7011,2.14773,-8.20193,6.67858,-8.46158,2.12871,-11.3166,2.15143,-6.46139,2.31501,-5.14353,5.35025,-5.01076
1.486077098,-325.603,15.5193,-29.7126,13.4031,-27.0517,1.58621,-19.2923,-5.98896,-21.564,-2.53234,-10.018,7.95498,-8.9044,2.52858,-14.7519,0.397924,-8.62526,5.29873,-6.99388,3.07873,-5.75406
1.509297052,-312.287,26.6411,-22.2605,14.9204,-25.5871,5.55231,-13.7825,-0.337935,-13.8607,5.70749,-6.24921,9.75924,-7.32255,3.77744,-12.1725,4.91517,-3.96284,7.1735,-5.56074,4.70651,-4.89568
1.532517007,-178.394,-1.91933,-1.0421,18.6237,-1.4941,4.9683,-1.75864,-1.27881,-3.31955,2.42133,-4.56081,-0.994829,-1.49891,2.12982,-0.377513,1.87527,-1.40589,-0.43723,-1.48553,1.1856,-2.04971
1.555736961,-213.985,5.27689,17.7597,15.5599,1.33067,3.70514,1.94479,4.32004,1.50207,2.54896,1.94159,5.22121,2.67321,3.54231,1.40885,3.12191,1.03159,0.959357,-1.23677,0.226781,-2.88106
1.578956916,-223.911,8.03381,10.8966,17.1149,0.774873,3.35008,1.55195,3.82469,0.16516,0.515992,0.650231,2.75787,-0.459875,1.50963,1.21686,0.18995,-2.40034,0.841274,-2.21668,-1.20775,-4.14524
1.602176871,-228.042,17.1195,9.17379,15.0992,0.98509,2.90463,-1.43232,2.39323,2.06514,1.38394,-0.328052,2.01128,0.88622,1.34106,-1.18953,-1.19639,-2.84883,-0.632922,-3.23969,0.0462935,-2.54358
1.625396825,-237.584,21.5498,7.59127,15.6136,1.38038,7.46028,1.39126,1.82833,0.792016,-0.129201,-0.000531177,2.36545,-0.558236,0.95869,-1.91405,-0.875944,-1.75906,-0.43291,-1.84979,1.27017,-1.24718
1.648616780,-234.826,27.9909,2.96844,13.5746,-5.89814,1.36965,-2.19765,0.948992,-3.43456,-2.20401,-3.22934,0.728409,0.324413,0.105129,-5.46256,-0.416974,-1.86691,0.0827681,-2.35391,-0.0881858,-1.47094
1.671836735,-249.207,27.9874,5.04014,12.213,-3.91727,5.1865,2.68995,7.18021,1.21942,-0.0534732,-1.13377,1.57601,0.76589,2.93202,-1.55529,-0.525804,-2.36335,-0.710343,-0.546281,2.66241,-1.63366
1.695056689,-243.941,31.0754,7.75417,8.92214,-5.77158,1.46033,-1.56015,2.43251,2.00444,0.705118,-1.94612,-1.82949,-2.93886,0.887473,-0.819959,3.87334,0.416333,0.425058,-0.48197,1.91723,-1.76161
1.718276644,-246.448,26.1218,11.0105,9.70794,-3.16707,-0.904214,-0.663461,6.08821,1.86856,3.48026,-0.459359,2.0791,-1.23616,-0.282689,-1.99796,1.56834,-0.532729,0.816575,-0.666376,0.833129,-0.693614
1.741496599,-235.04,23.2813,16.3646,10.058,-2.47151,-2.93809,-1.63027,3.53474,-0.0464113,2.28224,-0.0750751,2.59502,1.77972,-0.807327,-3.5629,1.69711,-1.80786,2.88055,1.33078,-0.232605,-3.13577
1.764716553,-234.279,16.1341,16.2109,9.1016,-1.05468,-1.23319,-2.00064,3.75263,0.0818265,2.12769,1.33604,1.19599,0.479099,0.487125,-5.26734,1.80552,-2.30221,1.72018,0.730819,-0.316547,-2.61249
1.787936508,-233.633,23.2257,13.1196,10.6768,-2.03889,-0.688994,-3.78943,0.903894,-2.87179,2.56963,0.12062,4.71468,4.40815,2.11378,-2.91727,1.88399,-1.64466,0.302864,0.0669991,0.431776,-2.33927
1.811156463,-242.714,22.8011,9.21637,5.9951,-2.16542,2.43994,-2.31739,1.08038,-1.80401,1.76346,1.31396,2.16898,1.31806,1.97677,-3.16044,-0.828986,-3.46881,-2.11607,-1.85165,-1.80484,-1.85029
1.834376417,-245.456,27.0686,10.8003,9.08369,-6.12285,0.538431,-6.44347,-0.943502,-2.9367,-1.35941,-0.924875,3.4662,0.973223,-0.857009,-3.09342,0.647596,-4.11621,-1.5992,-0.0573409,1.3386,0.604015
1.857596372,-255.663,22.5494,1.19507,3.04394,-9.21129,-0.940499,-3.39696,0.439212,-0.420851,-1.70704,-3.32558,0.61342,0.691428,2.12589,-3.14954,-0.410368,-1.30219,2.80944,-0.0125929,1.07263,-1.97255
1.880816327,-263.224,22.1114,1.70435,1.37993,-12.503,-0.540645,-2.58478,2.00399,-1.28954,-0.576809,-2.72868,1.22086,0.323241,2.44228,-2.47772,0.39024,-2.89828,-1.6428,-0.123248,-0.328315,-3.68506
1.904036281,-263.154,21.9477,1.89111,3.16269,-11.9964,-3.16152,-4.0418,2.38272,0.221847,2.80816,-0.753605,-0.0692326,-3.0146,0.812163,-2.27117,1.76653,1.52457,2.62139,1.23865,1.65812,-2.13807
1.927256236,-186.667,-12.0917,-7.92858,10.3417,-8.19175,-4.25022,-7.60964,-0.459084,-1.24245,3.04691,-2.58543,-0.554048,-0.36889,1.2229,-1.83054,-0.246773,-1.11385,2.67586,0.51459,0.888339,-4.05966
1.950476190,-188.566,-12.712,5.55186,10.0749,-2.75577,-1.79148,-4.65279,0.469869,-2.66125,-1.50588,-3.33791,0.802787,0.151951,-0.323698,-0.516643,1.12827,-1.75466,-1.4262,-0.960363,2.16232,-2.25601
1.973696145,-211.863,-6.33177,4.54165,13.1061,-2.11744,-1.96093,-6.27391,-2.09108,-2.33755,1.04886,0.386924,1.543,0.91216,0.697107,-0.97755,0.663732,-0.717438,0.165734,-0.888491,1.75068,1.56352
1.996916100,-227.088,2.19128,0.491581,7.9542,-7.6469,-4.15299,-7.08295,-0.370739,-1.18226,0.00877563,-0.601757,3.70793,1.62083,1.67696,-2.00145,-0.037707,-1.07902,2.0625,0.973647,2.21358,-1.00138
2.020136054,-239.621,8.56534,-1.92737,6.59401,-9.82505,-4.41554,-7.91941,-0.52258,-3.99728,-1.21686,0.241118,2.55532,-0.567594,-0.881789,-0.0814918,3.47572,-0.683799,-0.61892,-1.39884,3.55827,-0.313953
2.043356009,-245.038,13.3064,-4.30285,5.34386,-10.4275,-3.93231,-4.75492,1.96215,-1.8422,-0.423482,-2.85597,3.10604,0.394314,-0.214025,-5.13928,-1.39207,0.929775,0.602302,-2.57328,-0.288354,-1.06077
2.066575964,-251.735,8.88908,-1.70732,4.62385,-12.2296,-4.29938,-4.27856,2.2364,-2.02804,-0.386045,-1.10567,4.08193,-0.322424,0.156258,-3.62472,1.4849,-3.07651,-2.83933,-2.29418,1.41228,-3.2517
2.089795918,-249.985,11.8032,-1.37738,-0.782141,-13.5359,-7.18165,-4.73739,-0.17665,-3.19054,0.241979,-2.58802,3.32293,-1.54506,0.518103,-0.237311,4.18757,0.854065,-0.122101,-1.05321,0.185659,-1.19652
2.113015873,-251.33,5.71656,2.83544,-1.53728,-11.6044,-6.95995,-7.03509,1.22928,-2.54216,0.782389,-1.1887,3.82421,-0.760783,-1.43877,-3.73256,2.84512,0.642409,1.45279,-1.85475,1.38194,-1.67218
2.136235828,-249.71,4.41674,7.02641,0.442338,-8.51508,-4.78578,-5.98793,0.475305,-4.37518,0.464281,-0.367352,1.60101,2.2388,1.59778,-2.84657,3.67671,-0.0168757,-0.33604,-1.89533,0.0142141,-2.99017
2.159455782,-239.208,-2.51187,8.85735,0.474251,-11.922,-6.05287,-7.64983,1.89049,-6.64951,-1.13784,1.78985,2.14279,-0.510961,0.476349,-4.23875,2.49674,-2.95016,-0.510653,-0.228835,-0.0681764,0.309427
2.182675737,-250.246,6.48987,2.28239,-2.51116,-13.2946,-8.81194,-9.08556,-2.21189,-6.86133,-0.598518,0.621265,3.13219,0.616777,0.273669,-1.00609,2.48177,-0.776486,-0.657657,-2.74278,-0.785686,-1.91155
2.205895692,-257.712,9.64293,2.29162,0.890293,-9.01376,-4.95453,-7.31932,-1.43912,-4.31115,2.32127,-0.560243,1.20801,1.06613,1.53184,-3.80491,-0.698682,-1.03086,1.71979,-0.277703,-0.00714626,-1.43264
2.229115646,-257.587,15.3265,2.28122,-0.402188,-10.6804,-2.86252,-5.05768,-2.14839,-6.8468,-2.14115,-0.12944,1.55047,-1.75137,0.290941,-2.86769,2.64828,-2.06585,-0.66465,-0.418893,0.32096,-0.670595
2.252335601,-272.128,14.1105,-4.52373,-0.802049,-15.8417,-6.18948,-7.78615,-4.03542,-6.76816,-3.64407,-2.66084,0.735777,-1.3697,0.567795,-0.891621,1.02306,-1.76752,-1.60842,-2.0899,-0.125641,-2.49164
2.275555556,-271.575,19.9266,-2.12136,1.52538,-15.3622,-2.6768,-5.56294,-2.61343,-3.37138,-1.37981,-3.97196,0.255621,-2.55452,0.4793,-3.27685,1.38905,-2.18909,-1.10862,-3.90412,-0.284185,-1.15159
2.298775510,-273.446,17.0671,-4.30904,2.28619,-18.7453,-8.30385,-6.79665,-2.96856,-5.22227,-1.82442,-3.31876,-0.00604908,-4.92554,-1.89063,-5.30333,-0.483718,-1.02807,0.10456,-1.54596,0.867571,-1.14476
2.321995465,-211.896,20.5587,-2.89432,3.65579,-3.21694,0.453184,-2.71858,-2.47178,-2.75977,-1.25681,-4.05964,-0.789078,-2.17095,1.14853,1.0661,0.62645,-2.80569,-0.432913,-0.626719,1.71799,0.4938
2.345215420,-176.972,7.82302,3.91192,9.8255,-6.01618,-1.72878,-2.64441,-1.37306,-3.19842,-2.05535,-1.36195,0.976573,-1.27678,0.0595718,-0.283072,-0.776683,-1.64487,0.284882,-1.69651,0.0059426,-2.22154
2.368435374,-178.238,0.57072,-4.01074,14.8502,-1.49816,0.800587,-3.47328,-2.1322,-3.33137,1.33379,-3.62993,-1.83453,-3.04194,-3.31873,-4.55711,-3.84377,-6.22261,-0.873555,-1.92826,-0.534342,-1.65092
2.391655329,-177.167,1.5441,-8.05279,12.6074,-4.00002,1.77557,-2.06083,-0.158896,-4.29964,-2.86844,-4.88454,-2.60775,-4.05628,-2.0768,-3.86578,-3.17356,-3.99061,-1.2115,-2.40863,0.428524,-1.40806
2.414875283,-179.061,-4.1141,-11.8298,12.3905,-6.7457,0.838964,-3.44846,-1.91587,-6.14162,-1.95535,-4.95507,-2.10449,-3.88317,-1.42804,-5.05016,-3.12363,-1.35136,-0.61494,-3.32554,-0.769151,-1.48363
